cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
376,08/07/2012,3,1,7,12,0,0,1,0.92,0.8939,0.42,0.194
337,08/07/2012,3,1,7,13,0,0,1,0.94,0.8788,0.38,0.2537
312,08/07/2012,3,1,7,14,0,0,1,0.96,0.9091,0.36,0.1642
298,08/07/2012,3,1,7,15,0,0,3,0.92,0.8939,0.42,0.2836
291,08/07/2012,3,1,7,16,0,0,2,0.8,0.803,0.66,0.2239
270,08/07/2012,3,1,7,17,0,0,1,0.78,0.7424,0.59,0
253,08/07/2012,3,1,7,18,0,0,1,0.78,0.7424,0.62,0.1045
250,08/07/2012,3,1,7,19,0,0,1,0.78,0.7424,0.62,0.1642
285,08/07/2012,3,1,7,20,0,0,1,0.76,0.7273,0.7,0.0896
207,08/07/2012,3,1,7,21,0,0,1,0.76,0.7273,0.7,0.1343
122,08/07/2012,3,1,7,22,0,0,3,0.74,0.697,0.7,0.0896
123,08/07/2012,3,1,7,23,0,0,3,0.68,0.6364,0.83,0.0896
39,09/07/2012,3,1,7,0,0,1,2,0.68,0.6364,0.89,0.0896
18,09/07/2012,3,1,7,1,0,1,3,0.7,0.6667,0.89,0.1045
5,09/07/2012,3,1,7,2,0,1,3,0.7,0.6667,0.89,0.194
5,09/07/2012,3,1,7,3,0,1,3,0.7,0.6667,0.89,0.194
2,09/07/2012,3,1,7,4,0,1,3,0.66,0.5909,0.89,0.3881
28,09/07/2012,3,1,7,5,0,1,2,0.66,0.6061,0.83,0.2239
92,09/07/2012,3,1,7,6,0,1,3,0.64,0.5758,0.89,0.2537
230,09/07/2012,3,1,7,7,0,1,3,0.66,0.6061,0.83,0.2239
455,09/07/2012,3,1,7,8,0,1,2,0.66,0.6061,0.83,0.1642
363,09/07/2012,3,1,7,9,0,1,2,0.66,0.6061,0.83,0.1642
175,09/07/2012,3,1,7,10,0,1,2,0.66,0.6061,0.83,0.194
216,09/07/2012,3,1,7,11,0,1,2,0.72,0.6818,0.62,0.1343
266,09/07/2012,3,1,7,12,0,1,2,0.74,0.6818,0.58,0.1343
255,09/07/2012,3,1,7,13,0,1,2,0.76,0.697,0.55,0.2537
242,09/07/2012,3,1,7,14,0,1,2,0.74,0.6818,0.55,0.2537
280,09/07/2012,3,1,7,15,0,1,2,0.76,0.6818,0.45,0.2239
413,09/07/2012,3,1,7,16,0,1,1,0.78,0.697,0.4,0.2836
849,09/07/2012,3,1,7,17,0,1,1,0.78,0.697,0.4,0.1642
872,09/07/2012,3,1,7,18,0,1,1,0.76,0.6818,0.48,0.1343
631,09/07/2012,3,1,7,19,0,1,1,0.74,0.6818,0.55,0.1642
447,09/07/2012,3,1,7,20,0,1,2,0.74,0.6818,0.55,0.1045
331,09/07/2012,3,1,7,21,0,1,2,0.74,0.6818,0.55,0.0896
224,09/07/2012,3,1,7,22,0,1,2,0.72,0.6667,0.58,0.1045
131,09/07/2012,3,1,7,23,0,1,2,0.7,0.6515,0.65,0.1045
69,10/07/2012,3,1,7,0,0,2,1,0.7,0.6515,0.7,0.0896
15,10/07/2012,3,1,7,1,0,2,1,0.7,0.6667,0.74,0.1343
16,10/07/2012,3,1,7,2,0,2,1,0.7,0.6667,0.74,0.1343
3,10/07/2012,3,1,7,3,0,2,1,0.68,0.6364,0.79,0
4,10/07/2012,3,1,7,4,0,2,1,0.68,0.6364,0.79,0.1343
42,10/07/2012,3,1,7,5,0,2,1,0.66,0.6061,0.83,0.1343
187,10/07/2012,3,1,7,6,0,2,2,0.68,0.6364,0.79,0.1045
520,10/07/2012,3,1,7,7,0,2,2,0.7,0.6667,0.74,0.1045
649,10/07/2012,3,1,7,8,0,2,1,0.72,0.697,0.74,0.1343
331,10/07/2012,3,1,7,9,0,2,1,0.74,0.697,0.66,0.1343
190,10/07/2012,3,1,7,10,0,2,1,0.76,0.7121,0.62,0.194
249,10/07/2012,3,1,7,11,0,2,1,0.8,0.7273,0.46,0.194
272,10/07/2012,3,1,7,12,0,2,1,0.8,0.7121,0.41,0.1343
280,10/07/2012,3,1,7,13,0,2,1,0.82,0.7273,0.38,0.194
242,10/07/2012,3,1,7,14,0,2,1,0.82,0.7273,0.38,0.1642
265,10/07/2012,3,1,7,15,0,2,1,0.8,0.7121,0.41,0.2239
435,10/07/2012,3,1,7,16,0,2,1,0.8,0.7273,0.43,0.2239
872,10/07/2012,3,1,7,17,0,2,1,0.78,0.7121,0.49,0.194
819,10/07/2012,3,1,7,18,0,2,3,0.7,0.6667,0.74,0.2239
414,10/07/2012,3,1,7,19,0,2,3,0.7,0.6667,0.74,0.2239
84,10/07/2012,3,1,7,20,0,2,3,0.64,0.5758,0.83,0.2239
90,10/07/2012,3,1,7,21,0,2,3,0.64,0.5758,0.89,0.1045
139,10/07/2012,3,1,7,22,0,2,2,0.64,0.5758,0.83,0.1343
103,10/07/2012,3,1,7,23,0,2,2,0.64,0.5758,0.89,0.1045
44,11/07/2012,3,1,7,0,0,3,2,0.66,0.6061,0.83,0.1343
14,11/07/2012,3,1,7,1,0,3,1,0.64,0.5758,0.89,0
5,11/07/2012,3,1,7,2,0,3,1,0.64,0.5758,0.89,0
5,11/07/2012,3,1,7,3,0,3,1,0.64,0.5758,0.89,0.1343
7,11/07/2012,3,1,7,4,0,3,1,0.64,0.5758,0.89,0.1343
41,11/07/2012,3,1,7,5,0,3,1,0.64,0.5758,0.89,0
185,11/07/2012,3,1,7,6,0,3,1,0.64,0.5758,0.89,0.1343
497,11/07/2012,3,1,7,7,0,3,2,0.66,0.6061,0.83,0.1045
674,11/07/2012,3,1,7,8,0,3,2,0.68,0.6364,0.79,0.1642
328,11/07/2012,3,1,7,9,0,3,2,0.7,0.6667,0.74,0.1343
195,11/07/2012,3,1,7,10,0,3,2,0.72,0.6818,0.62,0.1343
229,11/07/2012,3,1,7,11,0,3,2,0.76,0.7121,0.58,0.1343
292,11/07/2012,3,1,7,12,0,3,2,0.78,0.697,0.43,0
273,11/07/2012,3,1,7,13,0,3,2,0.8,0.7121,0.42,0.1642
241,11/07/2012,3,1,7,14,0,3,1,0.8,0.7121,0.41,0.2239
276,11/07/2012,3,1,7,15,0,3,1,0.8,0.7121,0.41,0.2537
411,11/07/2012,3,1,7,16,0,3,1,0.8,0.7121,0.38,0.194
830,11/07/2012,3,1,7,17,0,3,1,0.8,0.697,0.31,0.2239
814,11/07/2012,3,1,7,18,0,3,1,0.78,0.6818,0.38,0.2537
633,11/07/2012,3,1,7,19,0,3,1,0.74,0.6667,0.48,0.2239
483,11/07/2012,3,1,7,20,0,3,1,0.74,0.6667,0.51,0.1642
391,11/07/2012,3,1,7,21,0,3,1,0.72,0.6667,0.58,0.2239
244,11/07/2012,3,1,7,22,0,3,1,0.72,0.6667,0.58,0.2537
152,11/07/2012,3,1,7,23,0,3,2,0.7,0.6515,0.58,0.2537
56,12/07/2012,3,1,7,0,0,4,2,0.68,0.6364,0.61,0
21,12/07/2012,3,1,7,1,0,4,2,0.66,0.6212,0.61,0
9,12/07/2012,3,1,7,2,0,4,2,0.66,0.6212,0.65,0.0896
10,12/07/2012,3,1,7,3,0,4,1,0.64,0.6061,0.69,0.1045
5,12/07/2012,3,1,7,4,0,4,1,0.64,0.6061,0.73,0.1045
44,12/07/2012,3,1,7,5,0,4,1,0.62,0.5909,0.73,0.1045
178,12/07/2012,3,1,7,6,0,4,1,0.64,0.6061,0.73,0.0896
512,12/07/2012,3,1,7,7,0,4,1,0.64,0.6061,0.73,0.1343
702,12/07/2012,3,1,7,8,0,4,1,0.68,0.6364,0.65,0.1343
327,12/07/2012,3,1,7,9,0,4,1,0.72,0.6667,0.58,0.1045
214,12/07/2012,3,1,7,10,0,4,1,0.74,0.6667,0.48,0.1642
215,12/07/2012,3,1,7,11,0,4,1,0.76,0.6818,0.45,0.1045
292,12/07/2012,3,1,7,12,0,4,1,0.78,0.6818,0.35,0.1343
277,12/07/2012,3,1,7,13,0,4,1,0.8,0.697,0.33,0.2239
209,12/07/2012,3,1,7,14,0,4,1,0.78,0.6818,0.33,0.2239
271,12/07/2012,3,1,7,15,0,4,1,0.8,0.7121,0.36,0.194
439,12/07/2012,3,1,7,16,0,4,1,0.8,0.7121,0.36,0.194
795,12/07/2012,3,1,7,17,0,4,1,0.76,0.6818,0.43,0.2239
825,12/07/2012,3,1,7,18,0,4,1,0.76,0.6818,0.45,0.1343
629,12/07/2012,3,1,7,19,0,4,1,0.74,0.6667,0.48,0.2239
514,12/07/2012,3,1,7,20,0,4,1,0.74,0.6667,0.48,0.2239
373,12/07/2012,3,1,7,21,0,4,1,0.72,0.6667,0.48,0.2239
318,12/07/2012,3,1,7,22,0,4,1,0.72,0.6667,0.51,0.1642
211,12/07/2012,3,1,7,23,0,4,2,0.7,0.6515,0.51,0.2239
95,13/07/2012,3,1,7,0,0,5,2,0.7,0.6515,0.54,0.1642
59,13/07/2012,3,1,7,1,0,5,2,0.68,0.6364,0.54,0.1045
17,13/07/2012,3,1,7,2,0,5,2,0.66,0.6212,0.61,0.0896
9,13/07/2012,3,1,7,3,0,5,2,0.68,0.6364,0.61,0
11,13/07/2012,3,1,7,4,0,5,2,0.66,0.6212,0.61,0
34,13/07/2012,3,1,7,5,0,5,2,0.66,0.6364,0.56,0.0896
127,13/07/2012,3,1,7,6,0,5,2,0.7,0.6515,0.54,0
380,13/07/2012,3,1,7,7,0,5,2,0.7,0.6515,0.54,0
713,13/07/2012,3,1,7,8,0,5,2,0.7,0.6515,0.54,0
414,13/07/2012,3,1,7,9,0,5,2,0.72,0.6667,0.51,0
268,13/07/2012,3,1,7,10,0,5,2,0.74,0.6667,0.48,0
288,13/07/2012,3,1,7,11,0,5,2,0.76,0.6818,0.45,0.1343
379,13/07/2012,3,1,7,12,0,5,2,0.76,0.6818,0.4,0.1045
374,13/07/2012,3,1,7,13,0,5,2,0.8,0.7121,0.38,0.1343
369,13/07/2012,3,1,7,14,0,5,2,0.8,0.7121,0.38,0
353,13/07/2012,3,1,7,15,0,5,2,0.8,0.7121,0.36,0.1045
492,13/07/2012,3,1,7,16,0,5,2,0.8,0.7121,0.36,0.2239
835,13/07/2012,3,1,7,17,0,5,2,0.8,0.7121,0.36,0.1642
631,13/07/2012,3,1,7,18,0,5,1,0.78,0.697,0.46,0.194
488,13/07/2012,3,1,7,19,0,5,1,0.74,0.6667,0.51,0.1642
389,13/07/2012,3,1,7,20,0,5,1,0.74,0.6667,0.48,0.1343
299,13/07/2012,3,1,7,21,0,5,1,0.72,0.6667,0.54,0
263,13/07/2012,3,1,7,22,0,5,1,0.74,0.6667,0.45,0
212,13/07/2012,3,1,7,23,0,5,2,0.72,0.6515,0.45,0.1343
191,14/07/2012,3,1,7,0,0,6,2,0.72,0.6667,0.48,0.0896
118,14/07/2012,3,1,7,1,0,6,2,0.7,0.6515,0.51,0.1045
101,14/07/2012,3,1,7,2,0,6,2,0.7,0.6515,0.54,0.1045
40,14/07/2012,3,1,7,3,0,6,2,0.7,0.6515,0.54,0.1045
9,14/07/2012,3,1,7,4,0,6,3,0.66,0.6212,0.61,0.1045
5,14/07/2012,3,1,7,5,0,6,2,0.64,0.6061,0.73,0.1045
35,14/07/2012,3,1,7,6,0,6,2,0.64,0.5909,0.78,0.0896
48,14/07/2012,3,1,7,7,0,6,1,0.64,0.5909,0.78,0.2836
151,14/07/2012,3,1,7,8,0,6,1,0.62,0.5909,0.78,0.2836
282,14/07/2012,3,1,7,9,0,6,1,0.66,0.6212,0.74,0.194
401,14/07/2012,3,1,7,10,0,6,2,0.72,0.6818,0.7,0.0896
439,14/07/2012,3,1,7,11,0,6,2,0.72,0.6818,0.7,0.1045
499,14/07/2012,3,1,7,12,0,6,2,0.74,0.697,0.66,0.0896
591,14/07/2012,3,1,7,13,0,6,2,0.76,0.7121,0.62,0.0896
632,14/07/2012,3,1,7,14,0,6,1,0.8,0.7576,0.55,0.1045
560,14/07/2012,3,1,7,15,0,6,1,0.8,0.7576,0.55,0.1642
566,14/07/2012,3,1,7,16,0,6,2,0.72,0.697,0.79,0.3582
458,14/07/2012,3,1,7,17,0,6,3,0.7,0.6667,0.79,0.1642
351,14/07/2012,3,1,7,18,0,6,1,0.72,0.697,0.79,0.1343
431,14/07/2012,3,1,7,19,0,6,1,0.72,0.7121,0.84,0.0896
356,14/07/2012,3,1,7,20,0,6,1,0.72,0.7121,0.84,0.0896
269,14/07/2012,3,1,7,21,0,6,1,0.7,0.6667,0.84,0.2239
225,14/07/2012,3,1,7,22,0,6,1,0.7,0.6667,0.79,0.194
211,14/07/2012,3,1,7,23,0,6,2,0.68,0.6364,0.83,0.0896
187,15/07/2012,3,1,7,0,0,0,1,0.68,0.6364,0.89,0.1642
168,15/07/2012,3,1,7,1,0,0,2,0.68,0.6364,0.89,0.1343
115,15/07/2012,3,1,7,2,0,0,2,0.68,0.6364,0.89,0.1642
57,15/07/2012,3,1,7,3,0,0,2,0.68,0.6364,0.89,0.1642
19,15/07/2012,3,1,7,4,0,0,2,0.68,0.6364,0.89,0.1045
9,15/07/2012,3,1,7,5,0,0,1,0.68,0.6364,0.89,0.1343
15,15/07/2012,3,1,7,6,0,0,1,0.68,0.6364,0.83,0.1343
47,15/07/2012,3,1,7,7,0,0,1,0.7,0.6667,0.79,0.0896
133,15/07/2012,3,1,7,8,0,0,2,0.7,0.6667,0.84,0.1343
221,15/07/2012,3,1,7,9,0,0,2,0.72,0.697,0.79,0
382,15/07/2012,3,1,7,10,0,0,1,0.76,0.7273,0.66,0.1343
451,15/07/2012,3,1,7,11,0,0,1,0.82,0.7727,0.52,0.1642
489,15/07/2012,3,1,7,12,0,0,1,0.84,0.7727,0.47,0.1045
480,15/07/2012,3,1,7,13,0,0,1,0.86,0.7879,0.41,0.1045
476,15/07/2012,3,1,7,14,0,0,1,0.9,0.8182,0.37,0.2537
489,15/07/2012,3,1,7,15,0,0,1,0.86,0.803,0.47,0.1343
495,15/07/2012,3,1,7,16,0,0,1,0.86,0.7879,0.41,0.2239
436,15/07/2012,3,1,7,17,0,0,1,0.8,0.7727,0.59,0.4925
312,15/07/2012,3,1,7,18,0,0,3,0.72,0.697,0.79,0.3582
312,15/07/2012,3,1,7,19,0,0,1,0.72,0.7121,0.84,0.2239
294,15/07/2012,3,1,7,20,0,0,1,0.72,0.697,0.79,0.2537
223,15/07/2012,3,1,7,21,0,0,1,0.72,0.697,0.79,0.0896
130,15/07/2012,3,1,7,22,0,0,1,0.72,0.697,0.74,0.1045
91,15/07/2012,3,1,7,23,0,0,1,0.72,0.697,0.79,0.1343
43,16/07/2012,3,1,7,0,0,1,3,0.72,0.697,0.79,0.1045
11,16/07/2012,3,1,7,1,0,1,2,0.7,0.6667,0.74,0.194
15,16/07/2012,3,1,7,2,0,1,1,0.7,0.6667,0.74,0.1045
6,16/07/2012,3,1,7,3,0,1,1,0.68,0.6364,0.79,0.0896
12,16/07/2012,3,1,7,4,0,1,1,0.68,0.6364,0.79,0.1045
50,16/07/2012,3,1,7,5,0,1,1,0.66,0.6061,0.78,0.1045
140,16/07/2012,3,1,7,6,0,1,1,0.68,0.6364,0.79,0.1343
483,16/07/2012,3,1,7,7,0,1,1,0.72,0.6818,0.7,0.0896
667,16/07/2012,3,1,7,8,0,1,1,0.74,0.697,0.66,0.1045
348,16/07/2012,3,1,7,9,0,1,1,0.76,0.7121,0.62,0.1642
186,16/07/2012,3,1,7,10,0,1,1,0.8,0.7727,0.59,0
182,16/07/2012,3,1,7,11,0,1,1,0.84,0.803,0.53,0.2239
237,16/07/2012,3,1,7,12,0,1,1,0.84,0.7879,0.49,0.1343
239,16/07/2012,3,1,7,13,0,1,1,0.84,0.7879,0.49,0.2836
212,16/07/2012,3,1,7,14,0,1,1,0.88,0.8182,0.42,0.1045
237,16/07/2012,3,1,7,15,0,1,1,0.86,0.803,0.47,0.2537
386,16/07/2012,3,1,7,16,0,1,3,0.76,0.7273,0.66,0.5821
755,16/07/2012,3,1,7,17,0,1,3,0.76,0.7273,0.66,0.5821
794,16/07/2012,3,1,7,18,0,1,1,0.84,0.803,0.53,0
595,16/07/2012,3,1,7,19,0,1,1,0.8,0.7879,0.63,0.1343
454,16/07/2012,3,1,7,20,0,1,1,0.8,0.7727,0.59,0.1343
328,16/07/2012,3,1,7,21,0,1,1,0.76,0.7273,0.66,0.1343
284,16/07/2012,3,1,7,22,0,1,1,0.76,0.7121,0.62,0.0896
166,16/07/2012,3,1,7,23,0,1,1,0.74,0.7121,0.74,0.0896
53,17/07/2012,3,1,7,0,0,2,1,0.72,0.7121,0.84,0.1045
25,17/07/2012,3,1,7,1,0,2,1,0.74,0.697,0.7,0
7,17/07/2012,3,1,7,2,0,2,1,0.72,0.6818,0.7,0.0896
3,17/07/2012,3,1,7,3,0,2,1,0.72,0.6818,0.66,0
7,17/07/2012,3,1,7,4,0,2,1,0.72,0.6818,0.62,0
38,17/07/2012,3,1,7,5,0,2,1,0.68,0.6364,0.74,0.0896
213,17/07/2012,3,1,7,6,0,2,1,0.72,0.6818,0.66,0.1045
526,17/07/2012,3,1,7,7,0,2,2,0.74,0.697,0.7,0
661,17/07/2012,3,1,7,8,0,2,2,0.8,0.7576,0.55,0
320,17/07/2012,3,1,7,9,0,2,2,0.82,0.7727,0.49,0.2239
159,17/07/2012,3,1,7,10,0,2,2,0.84,0.7879,0.49,0.194
206,17/07/2012,3,1,7,11,0,2,2,0.86,0.803,0.47,0
254,17/07/2012,3,1,7,12,0,2,2,0.9,0.8182,0.35,0
221,17/07/2012,3,1,7,13,0,2,1,0.92,0.8182,0.31,0.194
214,17/07/2012,3,1,7,14,0,2,1,0.94,0.8333,0.29,0.2537
244,17/07/2012,3,1,7,15,0,2,1,0.92,0.8182,0.31,0.1642
381,17/07/2012,3,1,7,16,0,2,1,0.92,0.8182,0.29,0.1642
770,17/07/2012,3,1,7,17,0,2,1,0.92,0.8182,0.29,0
772,17/07/2012,3,1,7,18,0,2,1,0.9,0.803,0.33,0.194
547,17/07/2012,3,1,7,19,0,2,1,0.88,0.7879,0.35,0.2537
427,17/07/2012,3,1,7,20,0,2,1,0.86,0.7576,0.34,0.1642
333,17/07/2012,3,1,7,21,0,2,1,0.82,0.7727,0.52,0.1343
244,17/07/2012,3,1,7,22,0,2,1,0.8,0.7576,0.55,0.2239
161,17/07/2012,3,1,7,23,0,2,1,0.78,0.7424,0.59,0.194
53,18/07/2012,3,1,7,0,0,3,1,0.76,0.7273,0.66,0.1642
16,18/07/2012,3,1,7,1,0,3,1,0.76,0.7273,0.66,0.1045
8,18/07/2012,3,1,7,2,0,3,1,0.74,0.697,0.66,0.1343
4,18/07/2012,3,1,7,3,0,3,1,0.74,0.697,0.66,0.1343
6,18/07/2012,3,1,7,4,0,3,1,0.72,0.6818,0.7,0.1343
46,18/07/2012,3,1,7,5,0,3,1,0.72,0.6818,0.7,0.1642
162,18/07/2012,3,1,7,6,0,3,1,0.72,0.6818,0.7,0.1642
495,18/07/2012,3,1,7,7,0,3,1,0.74,0.697,0.66,0.1642
679,18/07/2012,3,1,7,8,0,3,1,0.78,0.7424,0.62,0.1045
297,18/07/2012,3,1,7,9,0,3,1,0.82,0.7879,0.56,0
138,18/07/2012,3,1,7,10,0,3,1,0.9,0.8485,0.42,0.194
183,18/07/2012,3,1,7,11,0,3,1,0.9,0.8485,0.42,0
202,18/07/2012,3,1,7,12,0,3,1,0.92,0.8636,0.37,0.1343
203,18/07/2012,3,1,7,13,0,3,1,0.94,0.8485,0.33,0
170,18/07/2012,3,1,7,14,0,3,1,0.94,0.8788,0.38,0.3284
194,18/07/2012,3,1,7,15,0,3,3,0.92,0.8485,0.35,0.3582
224,18/07/2012,3,1,7,16,0,3,1,0.74,0.697,0.66,0.2537
370,18/07/2012,3,1,7,17,0,3,1,0.74,0.697,0.7,0.2537
643,18/07/2012,3,1,7,18,0,3,2,0.76,0.7121,0.62,0.1343
516,18/07/2012,3,1,7,19,0,3,2,0.76,0.7121,0.62,0.1045
366,18/07/2012,3,1,7,20,0,3,1,0.74,0.6818,0.62,0.0896
319,18/07/2012,3,1,7,21,0,3,1,0.76,0.7121,0.62,0
288,18/07/2012,3,1,7,22,0,3,1,0.76,0.7121,0.58,0.0896
131,18/07/2012,3,1,7,23,0,3,1,0.76,0.7121,0.58,0.0896
66,19/07/2012,3,1,7,0,0,4,1,0.74,0.697,0.66,0.0896
25,19/07/2012,3,1,7,1,0,4,1,0.74,0.697,0.66,0.0896
7,19/07/2012,3,1,7,2,0,4,1,0.72,0.6818,0.7,0.194
5,19/07/2012,3,1,7,3,0,4,1,0.72,0.6818,0.7,0.1045
8,19/07/2012,3,1,7,4,0,4,1,0.72,0.6818,0.7,0.1045
40,19/07/2012,3,1,7,5,0,4,2,0.72,0.6818,0.7,0.1045
152,19/07/2012,3,1,7,6,0,4,1,0.72,0.6818,0.66,0.1343
473,19/07/2012,3,1,7,7,0,4,1,0.74,0.6818,0.58,0.2836
657,19/07/2012,3,1,7,8,0,4,1,0.76,0.7121,0.58,0.2537
318,19/07/2012,3,1,7,9,0,4,2,0.76,0.7121,0.58,0.2836
198,19/07/2012,3,1,7,10,0,4,1,0.76,0.7121,0.58,0.194
216,19/07/2012,3,1,7,11,0,4,1,0.8,0.7576,0.55,0.1045
274,19/07/2012,3,1,7,12,0,4,1,0.84,0.7879,0.49,0.2836
254,19/07/2012,3,1,7,13,0,4,1,0.84,0.7727,0.47,0.1343
197,19/07/2012,3,1,7,14,0,4,1,0.86,0.7879,0.44,0.0896
292,19/07/2012,3,1,7,15,0,4,1,0.84,0.7727,0.47,0.0896
358,19/07/2012,3,1,7,16,0,4,1,0.84,0.7727,0.47,0.0896
771,19/07/2012,3,1,7,17,0,4,1,0.86,0.7879,0.41,0
777,19/07/2012,3,1,7,18,0,4,1,0.86,0.7879,0.41,0.194
533,19/07/2012,3,1,7,19,0,4,1,0.84,0.7576,0.44,0.2537
505,19/07/2012,3,1,7,20,0,4,1,0.82,0.7727,0.49,0.1642
332,19/07/2012,3,1,7,21,0,4,3,0.66,0.5909,0.89,0.2537
68,19/07/2012,3,1,7,22,0,4,3,0.66,0.5909,0.89,0.2537
65,19/07/2012,3,1,7,23,0,4,3,0.66,0.5909,0.89,0.2239
34,20/07/2012,3,1,7,0,0,5,3,0.66,0.5909,0.89,0.0896
11,20/07/2012,3,1,7,1,0,5,1,0.66,0.5909,0.89,0.1343
19,20/07/2012,3,1,7,2,0,5,2,0.66,0.5909,0.89,0.0896
36,20/07/2012,3,1,7,3,0,5,2,0.66,0.5909,0.89,0.1045
9,20/07/2012,3,1,7,4,0,5,2,0.66,0.5909,0.89,0.1642
42,20/07/2012,3,1,7,5,0,5,2,0.66,0.5909,0.89,0.1343
126,20/07/2012,3,1,7,6,0,5,2,0.66,0.5909,0.89,0.1642
360,20/07/2012,3,1,7,7,0,5,2,0.66,0.5909,0.89,0.194
691,20/07/2012,3,1,7,8,0,5,2,0.68,0.6364,0.83,0.1642
373,20/07/2012,3,1,7,9,0,5,2,0.7,0.6667,0.79,0.1343
233,20/07/2012,3,1,7,10,0,5,2,0.7,0.6667,0.79,0.1642
212,20/07/2012,3,1,7,11,0,5,3,0.72,0.697,0.74,0.194
274,20/07/2012,3,1,7,12,0,5,3,0.68,0.6364,0.83,0.1642
156,20/07/2012,3,1,7,13,0,5,3,0.68,0.6364,0.83,0.1045
229,20/07/2012,3,1,7,14,0,5,3,0.7,0.6667,0.84,0.1642
216,20/07/2012,3,1,7,15,0,5,2,0.7,0.6667,0.84,0.2985
436,20/07/2012,3,1,7,16,0,5,2,0.68,0.6364,0.83,0.3284
715,20/07/2012,3,1,7,17,0,5,2,0.66,0.5909,0.89,0.4179
622,20/07/2012,3,1,7,18,0,5,2,0.66,0.6061,0.78,0.3284
402,20/07/2012,3,1,7,19,0,5,2,0.64,0.5758,0.83,0.2836
251,20/07/2012,3,1,7,20,0,5,3,0.64,0.5758,0.83,0.3881
122,20/07/2012,3,1,7,21,0,5,3,0.62,0.5758,0.83,0.3284
135,20/07/2012,3,1,7,22,0,5,2,0.62,0.5758,0.83,0.194
166,20/07/2012,3,1,7,23,0,5,2,0.62,0.5758,0.83,0.2836
103,21/07/2012,3,1,7,0,0,6,3,0.62,0.5758,0.83,0.2836
72,21/07/2012,3,1,7,1,0,6,2,0.62,0.5758,0.83,0.2537
60,21/07/2012,3,1,7,2,0,6,3,0.6,0.5455,0.88,0.2836
25,21/07/2012,3,1,7,3,0,6,3,0.6,0.5455,0.88,0.2537
16,21/07/2012,3,1,7,4,0,6,3,0.58,0.5455,0.88,0.2836
17,21/07/2012,3,1,7,5,0,6,3,0.58,0.5455,0.88,0.2537
15,21/07/2012,3,1,7,6,0,6,3,0.58,0.5455,0.88,0.2537
37,21/07/2012,3,1,7,7,0,6,2,0.58,0.5455,0.88,0.2537
112,21/07/2012,3,1,7,8,0,6,2,0.58,0.5455,0.83,0.2537
207,21/07/2012,3,1,7,9,0,6,2,0.58,0.5455,0.83,0.194
268,21/07/2012,3,1,7,10,0,6,3,0.58,0.5455,0.88,0.2537
305,21/07/2012,3,1,7,11,0,6,2,0.6,0.5606,0.83,0.2537
457,21/07/2012,3,1,7,12,0,6,3,0.6,0.5606,0.83,0.2239
354,21/07/2012,3,1,7,13,0,6,3,0.6,0.5606,0.83,0.1642
343,21/07/2012,3,1,7,14,0,6,2,0.6,0.5455,0.88,0.2537
380,21/07/2012,3,1,7,15,0,6,3,0.6,0.5455,0.88,0.2537
326,21/07/2012,3,1,7,16,0,6,3,0.6,0.5455,0.88,0.194
241,21/07/2012,3,1,7,17,0,6,3,0.6,0.5455,0.88,0.1642
177,21/07/2012,3,1,7,18,0,6,2,0.6,0.5455,0.88,0.194
238,21/07/2012,3,1,7,19,0,6,2,0.6,0.5455,0.88,0.1642
214,21/07/2012,3,1,7,20,0,6,3,0.6,0.5455,0.88,0.1642
163,21/07/2012,3,1,7,21,0,6,2,0.6,0.5455,0.88,0.1642
180,21/07/2012,3,1,7,22,0,6,2,0.6,0.5455,0.88,0.1045
149,21/07/2012,3,1,7,23,0,6,2,0.6,0.5455,0.88,0
113,22/07/2012,3,1,7,0,0,0,2,0.6,0.5455,0.88,0.1045
130,22/07/2012,3,1,7,1,0,0,2,0.6,0.5455,0.88,0.1642
122,22/07/2012,3,1,7,2,0,0,2,0.6,0.5455,0.88,0.1045
43,22/07/2012,3,1,7,3,0,0,2,0.6,0.5455,0.88,0.1045
16,22/07/2012,3,1,7,4,0,0,1,0.6,0.5455,0.88,0
6,22/07/2012,3,1,7,5,0,0,1,0.6,0.5455,0.88,0
19,22/07/2012,3,1,7,6,0,0,2,0.62,0.5758,0.83,0.0896
38,22/07/2012,3,1,7,7,0,0,2,0.62,0.5758,0.83,0
153,22/07/2012,3,1,7,8,0,0,2,0.64,0.5909,0.78,0
258,22/07/2012,3,1,7,9,0,0,2,0.66,0.6212,0.69,0
379,22/07/2012,3,1,7,10,0,0,2,0.66,0.6212,0.74,0
505,22/07/2012,3,1,7,11,0,0,2,0.66,0.6212,0.74,0
504,22/07/2012,3,1,7,12,0,0,2,0.7,0.6515,0.7,0.1045
626,22/07/2012,3,1,7,13,0,0,2,0.7,0.6515,0.65,0.0896
616,22/07/2012,3,1,7,14,0,0,1,0.72,0.6818,0.66,0.1045
624,22/07/2012,3,1,7,15,0,0,1,0.72,0.6818,0.66,0.1045
628,22/07/2012,3,1,7,16,0,0,1,0.74,0.697,0.66,0.1045
556,22/07/2012,3,1,7,17,0,0,1,0.74,0.697,0.66,0.2239
515,22/07/2012,3,1,7,18,0,0,1,0.74,0.697,0.66,0.1642
522,22/07/2012,3,1,7,19,0,0,1,0.72,0.6818,0.7,0.1642
378,22/07/2012,3,1,7,20,0,0,1,0.7,0.6667,0.74,0.1642
